No.,Time,Source,Destination,Protocol,Length,Info
19262,424.116441,192.168.1.3,23.193.56.19,HTTP,506,GET /filestreamingservice/files/7ca64207-b3ac-4a02-92bb-9422bddf666b?P1=1699943366&P2=404&P3=2&P4=YYVFlpejLblR2Mv%2bKAaGD0vTU0xUn96%2bwEp2QVRXF4bQwC9Ia12LRzRcOzwHgejSFDRKImkUiIgWsSUAwbAIDg%3d%3d HTTP/1.1 
19712,424.254969,23.193.56.19,192.168.1.3,HTTP,1315,HTTP/1.1 206 Partial Content 
19730,424.287793,192.168.1.3,23.193.56.43,HTTP,369,GET /filestreamingservice//files/68116e58-bd8b-458f-bec9-9ee60ec2fb67/pieceshash HTTP/1.1 
19735,424.291544,23.193.56.43,192.168.1.3,HTTP,84,HTTP/1.1 200 OK 
19745,424.346551,192.168.1.3,23.193.56.19,HTTP,504,GET /filestreamingservice/files/68116e58-bd8b-458f-bec9-9ee60ec2fb67?P1=1699879388&P2=404&P3=2&P4=NpT97ojlf5uKakMGRYFdasG9QWA0qdCIMaMBkpNnkHppcIaTaYewBD45xMzAQ2niGSswAtbl2hE%2b%2bxCLDTtUtw%3d%3d HTTP/1.1 
19747,424.351494,23.193.56.19,192.168.1.3,HTTP,691,HTTP/1.1 403 Forbidden  (text/html)
19790,425.682161,192.168.1.3,23.193.56.19,HTTP,500,GET /filestreamingservice/files/68116e58-bd8b-458f-bec9-9ee60ec2fb67?P1=1699936328&P2=404&P3=2&P4=L6nA1UHyWFSu45Z7JzkNAIQe6akr7t3OeL1Wp3MTcMAGGsI4PtKuYHBVXEUD7bZJ4YzhSxj99N5nwouxcKnkeA%3d%3d HTTP/1.1 
20116,425.794293,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/791fc2f8-2994-490c-80bb-cab017a3866f/pieceshash HTTP/1.1 
20150,425.798887,23.193.56.43,192.168.1.3,HTTP,1218,HTTP/1.1 200 OK 
20403,425.83158,23.193.56.19,192.168.1.3,HTTP,905,HTTP/1.1 206 Partial Content 
20435,425.868358,192.168.1.3,23.193.56.51,HTTP,503,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
20858,426.005256,23.193.56.51,192.168.1.3,HTTP,778,HTTP/1.1 206 Partial Content 
20926,427.216718,192.168.1.3,23.193.56.51,HTTP,500,GET /filestreamingservice/files/68116e58-bd8b-458f-bec9-9ee60ec2fb67?P1=1699936328&P2=404&P3=2&P4=L6nA1UHyWFSu45Z7JzkNAIQe6akr7t3OeL1Wp3MTcMAGGsI4PtKuYHBVXEUD7bZJ4YzhSxj99N5nwouxcKnkeA%3d%3d HTTP/1.1 
20997,427.249131,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/7ca64207-b3ac-4a02-92bb-9422bddf666b/pieceshash HTTP/1.1 
21031,427.256801,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/791fc2f8-2994-490c-80bb-cab017a3866f/pieceshash HTTP/1.1 
21036,427.256821,23.193.56.43,192.168.1.3,HTTP,132,HTTP/1.1 200 OK 
21050,427.261126,23.193.56.43,192.168.1.3,HTTP,1218,HTTP/1.1 200 OK 
21261,427.32694,192.168.1.3,23.193.56.51,HTTP,503,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
21283,427.330782,192.168.1.3,23.193.56.19,HTTP,507,GET /filestreamingservice/files/7ca64207-b3ac-4a02-92bb-9422bddf666b?P1=1699943366&P2=404&P3=2&P4=YYVFlpejLblR2Mv%2bKAaGD0vTU0xUn96%2bwEp2QVRXF4bQwC9Ia12LRzRcOzwHgejSFDRKImkUiIgWsSUAwbAIDg%3d%3d HTTP/1.1 
21709,427.382247,23.193.56.51,192.168.1.3,HTTP,905,HTTP/1.1 206 Partial Content 
23278,427.865627,192.168.1.3,23.193.56.51,HTTP,500,GET /filestreamingservice/files/68116e58-bd8b-458f-bec9-9ee60ec2fb67?P1=1699936328&P2=404&P3=2&P4=L6nA1UHyWFSu45Z7JzkNAIQe6akr7t3OeL1Wp3MTcMAGGsI4PtKuYHBVXEUD7bZJ4YzhSxj99N5nwouxcKnkeA%3d%3d HTTP/1.1 
24052,428.003537,23.193.56.51,192.168.1.3,HTTP,779,HTTP/1.1 206 Partial Content 
24453,428.050412,23.193.56.51,192.168.1.3,HTTP,130,HTTP/1.1 206 Partial Content 
24549,428.064604,23.193.56.19,192.168.1.3,HTTP,1483,HTTP/1.1 206 Partial Content 
24637,429.02269,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/791fc2f8-2994-490c-80bb-cab017a3866f/pieceshash HTTP/1.1 
24641,429.028061,23.193.56.43,192.168.1.3,HTTP,1218,HTTP/1.1 200 OK 
24662,429.255324,192.168.1.3,23.193.56.51,HTTP,500,GET /filestreamingservice/files/68116e58-bd8b-458f-bec9-9ee60ec2fb67?P1=1699936328&P2=404&P3=2&P4=L6nA1UHyWFSu45Z7JzkNAIQe6akr7t3OeL1Wp3MTcMAGGsI4PtKuYHBVXEUD7bZJ4YzhSxj99N5nwouxcKnkeA%3d%3d HTTP/1.1 
24663,429.255337,192.168.1.3,23.193.56.51,HTTP,503,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
25016,429.430224,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/7ca64207-b3ac-4a02-92bb-9422bddf666b/pieceshash HTTP/1.1 
25111,429.439905,23.193.56.43,192.168.1.3,HTTP,1063,HTTP/1.1 200 OK 
25300,429.484187,192.168.1.3,23.193.56.19,HTTP,507,GET /filestreamingservice/files/7ca64207-b3ac-4a02-92bb-9422bddf666b?P1=1699943366&P2=404&P3=2&P4=YYVFlpejLblR2Mv%2bKAaGD0vTU0xUn96%2bwEp2QVRXF4bQwC9Ia12LRzRcOzwHgejSFDRKImkUiIgWsSUAwbAIDg%3d%3d HTTP/1.1 
28075,429.798529,23.193.56.19,192.168.1.3,HTTP,1483,HTTP/1.1 206 Partial Content 
28152,430.766486,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/791fc2f8-2994-490c-80bb-cab017a3866f/pieceshash HTTP/1.1 
28156,430.770811,23.193.56.43,192.168.1.3,HTTP,1218,HTTP/1.1 200 OK 
28163,430.809654,192.168.1.3,23.193.56.51,HTTP,503,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
29285,431.028969,23.193.56.51,192.168.1.3,HTTP,1483,HTTP/1.1 206 Partial Content 
29301,431.042853,192.168.1.3,23.193.56.51,HTTP,500,GET /filestreamingservice/files/68116e58-bd8b-458f-bec9-9ee60ec2fb67?P1=1699936328&P2=404&P3=2&P4=L6nA1UHyWFSu45Z7JzkNAIQe6akr7t3OeL1Wp3MTcMAGGsI4PtKuYHBVXEUD7bZJ4YzhSxj99N5nwouxcKnkeA%3d%3d HTTP/1.1 
30481,432.289118,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/7ca64207-b3ac-4a02-92bb-9422bddf666b/pieceshash HTTP/1.1 
30502,432.297867,23.193.56.43,192.168.1.3,HTTP,132,HTTP/1.1 200 OK 
30519,432.360756,192.168.1.3,23.193.56.19,HTTP,507,GET /filestreamingservice/files/7ca64207-b3ac-4a02-92bb-9422bddf666b?P1=1699943366&P2=404&P3=2&P4=YYVFlpejLblR2Mv%2bKAaGD0vTU0xUn96%2bwEp2QVRXF4bQwC9Ia12LRzRcOzwHgejSFDRKImkUiIgWsSUAwbAIDg%3d%3d HTTP/1.1 
31640,432.5784,23.193.56.19,192.168.1.3,HTTP,1483,HTTP/1.1 206 Partial Content 
31710,433.665094,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/7ca64207-b3ac-4a02-92bb-9422bddf666b/pieceshash HTTP/1.1 
31729,433.67259,23.193.56.43,192.168.1.3,HTTP,132,HTTP/1.1 200 OK 
31746,433.755998,192.168.1.3,23.193.56.19,HTTP,507,GET /filestreamingservice/files/7ca64207-b3ac-4a02-92bb-9422bddf666b?P1=1699943366&P2=404&P3=2&P4=YYVFlpejLblR2Mv%2bKAaGD0vTU0xUn96%2bwEp2QVRXF4bQwC9Ia12LRzRcOzwHgejSFDRKImkUiIgWsSUAwbAIDg%3d%3d HTTP/1.1 
32866,434.016573,23.193.56.19,192.168.1.3,HTTP,1483,HTTP/1.1 206 Partial Content 
32966,435.077354,192.168.1.3,23.193.56.43,HTTP,371,GET /filestreamingservice//files/791fc2f8-2994-490c-80bb-cab017a3866f/pieceshash HTTP/1.1 
32970,435.084662,23.193.56.43,192.168.1.3,HTTP,1218,HTTP/1.1 200 OK 
32983,435.125561,192.168.1.3,23.193.56.19,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
32984,435.125715,192.168.1.3,23.193.56.51,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
35215,435.437651,23.193.56.51,192.168.1.3,HTTP,1323,HTTP/1.1 206 Partial Content 
35222,435.452668,192.168.1.3,23.193.56.19,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
35236,435.463541,192.168.1.3,23.193.56.51,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
37369,435.742258,192.168.1.3,23.193.56.19,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
37506,435.784965,192.168.1.3,23.193.56.51,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
39450,436.02267,192.168.1.3,23.193.56.19,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
39707,436.050954,23.193.56.51,192.168.1.3,HTTP,1483,HTTP/1.1 206 Partial Content 
39840,436.112493,192.168.1.3,23.193.56.51,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
41162,436.283433,192.168.1.3,23.193.56.19,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
42005,436.365173,23.193.56.51,192.168.1.3,HTTP,1483,HTTP/1.1 206 Partial Content 
42108,436.396484,192.168.1.3,23.193.56.51,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
43269,436.539632,23.193.56.19,192.168.1.3,HTTP,779,HTTP/1.1 206 Partial Content 
43434,436.568645,192.168.1.3,23.193.56.19,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
44210,436.664905,23.193.56.51,192.168.1.3,HTTP,779,HTTP/1.1 206 Partial Content 
44302,436.694039,192.168.1.3,23.193.56.51,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
45524,436.836749,23.193.56.19,192.168.1.3,HTTP,779,HTTP/1.1 206 Partial Content 
45706,436.868442,192.168.1.3,23.193.56.19,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
46422,436.947954,23.193.56.51,192.168.1.3,HTTP,1483,HTTP/1.1 206 Partial Content 
46535,436.985539,192.168.1.3,23.193.56.51,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
47891,437.159635,192.168.1.3,23.193.56.19,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
48690,437.258825,23.193.56.51,192.168.1.3,HTTP,1483,HTTP/1.1 206 Partial Content 
48755,437.280119,192.168.1.3,23.193.56.51,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
50011,437.438945,23.193.56.19,192.168.1.3,HTTP,395,HTTP/1.1 206 Partial Content 
50196,437.466709,192.168.1.3,23.193.56.19,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
50891,437.54738,23.193.56.51,192.168.1.3,HTTP,779,HTTP/1.1 206 Partial Content 
50953,437.571005,192.168.1.3,23.193.56.51,HTTP,504,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
52269,437.738007,23.193.56.19,192.168.1.3,HTTP,779,HTTP/1.1 206 Partial Content 
52380,437.757268,192.168.1.3,23.193.56.19,HTTP,505,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
53147,437.834455,23.193.56.51,192.168.1.3,HTTP,1323,HTTP/1.1 206 Partial Content 
53204,437.853083,192.168.1.3,23.193.56.51,HTTP,505,GET /filestreamingservice/files/791fc2f8-2994-490c-80bb-cab017a3866f?P1=1699936765&P2=404&P3=2&P4=Y42NYbT%2fteIXgG0NK5RRWksXN50F4o1E4CBLz3XucVBz4IVkis5IRiyFmBfghho0RXcxaBo47hf2ICfvmXQCXw%3d%3d HTTP/1.1 
54547,438.000138,23.193.56.19,192.168.1.3,HTTP,779,HTTP/1.1 206 Partial Content 
55308,438.084876,23.193.56.51,192.168.1.3,HTTP,779,HTTP/1.1 206 Partial Content 
130526,819.917942,192.168.1.3,49.44.199.160,HTTP,358,GET /favicon.ico HTTP/1.1 
130528,819.964397,49.44.199.160,192.168.1.3,HTTP,849,HTTP/1.1 403 Forbidden  (image/x-icon)
289993,2906.198349,192.168.1.3,184.84.232.63,HTTP,208,GET /connecttest.txt HTTP/1.1 
289995,2906.203625,184.84.232.63,192.168.1.3,HTTP,241,HTTP/1.1 200 OK  (text/plain)
293931,2910.721606,192.168.1.3,192.168.1.5,HTTP/XML,787,POST /b359dbf6-a355-4d8a-b02b-50ef57c20dd4/ HTTP/1.1 
293938,2910.728449,192.168.1.5,192.168.1.3,HTTP/XML,945,HTTP/1.1 200  
294758,2911.778396,192.168.1.3,152.195.38.76,HTTP,294,GET /MFEwTzBNMEswSTAJBgUrDgMCGgUABBQ50otx%2Fh0Ztl%2Bz8SiPI7wEWVxDlQQUTiJUIBiV5uNu5g%2F6%2BrkS7QYXjzkCEAUZZSZEml49Gjh0j13P68w%3D HTTP/1.1 
294761,2911.787593,152.195.38.76,192.168.1.3,OCSP,791,Response
295465,2918.694596,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/91417b36-6e3c-4779-8b20-957512d95e04/pieceshash HTTP/1.1 
295466,2918.694612,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f/pieceshash HTTP/1.1 
295480,2918.699753,23.193.56.43,192.168.1.3,HTTP,1461,HTTP/1.1 200 OK 
295483,2918.699753,23.193.56.43,192.168.1.3,HTTP,420,HTTP/1.1 200 OK 
295531,2918.822169,192.168.1.3,23.193.56.19,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
295559,2918.839593,192.168.1.3,23.193.56.19,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
296943,2919.044023,23.193.56.19,192.168.1.3,HTTP,820,HTTP/1.1 206 Partial Content 
297104,2919.061861,23.193.56.19,192.168.1.3,HTTP,1392,HTTP/1.1 206 Partial Content 
297124,2919.30293,192.168.1.3,23.193.56.51,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
297165,2919.349375,192.168.1.3,23.193.56.51,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
298483,2919.543897,23.193.56.51,192.168.1.3,HTTP,468,HTTP/1.1 206 Partial Content 
299109,2919.624591,23.193.56.51,192.168.1.3,HTTP,778,HTTP/1.1 206 Partial Content 
299181,2920.14841,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/91417b36-6e3c-4779-8b20-957512d95e04/pieceshash HTTP/1.1 
299185,2920.152764,23.193.56.43,192.168.1.3,HTTP,420,HTTP/1.1 200 OK 
299193,2920.186538,192.168.1.3,23.193.56.19,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
300319,2920.413456,23.193.56.19,192.168.1.3,HTTP,458,HTTP/1.1 206 Partial Content 
300417,2921.433548,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f/pieceshash HTTP/1.1 
300430,2921.44532,23.193.56.43,192.168.1.3,HTTP,940,HTTP/1.1 200 OK 
300439,2921.446065,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/91417b36-6e3c-4779-8b20-957512d95e04/pieceshash HTTP/1.1 
300443,2921.451028,23.193.56.43,192.168.1.3,HTTP,420,HTTP/1.1 200 OK 
300464,2921.504349,192.168.1.3,23.193.56.19,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
300485,2921.516851,192.168.1.3,23.193.56.51,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
300488,2921.517389,192.168.1.3,23.193.56.19,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
303827,2921.911526,192.168.1.3,23.193.56.51,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
303841,2921.917093,192.168.1.3,23.193.56.19,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
306051,2922.200031,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
306116,2922.898597,192.168.1.3,23.193.56.51,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
306122,2922.901787,192.168.1.3,23.193.56.19,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
306208,2922.975807,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/91417b36-6e3c-4779-8b20-957512d95e04/pieceshash HTTP/1.1 
306224,2922.981238,23.193.56.43,192.168.1.3,HTTP,420,HTTP/1.1 200 OK 
306381,2923.013946,192.168.1.3,23.193.56.19,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
308900,2923.285366,192.168.1.3,23.193.56.19,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
309103,2923.30787,192.168.1.3,23.193.56.51,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
309597,2923.353032,23.193.56.19,192.168.1.3,HTTP,778,HTTP/1.1 206 Partial Content 
311316,2923.555984,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
311724,2923.600608,23.193.56.51,192.168.1.3,HTTP,370,HTTP/1.1 206 Partial Content 
