No.,Time,Source,Destination,Protocol,Length,Info
447263,2942.495483,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
447827,2942.55011,23.193.56.51,192.168.1.3,HTTP,628,HTTP/1.1 206 Partial Content 
447871,2942.569768,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
449311,2942.743077,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
449479,2942.762613,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
450080,2942.843076,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
451617,2943.040277,23.193.56.19,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
451833,2943.0649,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
452288,2943.117995,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
454047,2943.321071,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
454479,2943.363311,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
455308,2943.51942,23.193.56.19,192.168.1.3,HTTP,468,HTTP/1.1 206 Partial Content 
525432,3243.841535,192.168.1.3,157.240.23.54,HTTP,59,POST /chat HTTP/1.1 
596121,3780.781966,192.168.1.3,3.20.137.44,HTTP,215,GET /?app_id=T4PSEC&hid=814770c6fe83e1c7fe21a8a5b9c0b109&ver=6.2.0.13&os=WIN060200 HTTP/1.1 
596128,3781.008071,3.20.137.44,192.168.1.3,HTTP,307,HTTP/1.1 301 Moved Permanently 
603792,3842.567635,192.168.1.3,8.247.50.126,HTTP,300,GET /msdownload/update/v3/static/trustedr/en/authrootstl.cab?1516549d2d029ea2 HTTP/1.1 
603794,3842.610745,8.247.50.126,192.168.1.3,HTTP,391,HTTP/1.1 304 Not Modified 
609973,3869.031152,192.168.1.3,152.195.38.76,HTTP,317,GET /DigiCertHighAssuranceEVRootCA.crl HTTP/1.1 
609975,3869.043402,152.195.38.76,192.168.1.3,HTTP,338,HTTP/1.1 304 Not Modified 
609981,3869.070211,192.168.1.3,184.84.109.14,HTTP,455,GET /MFEwTzBNMEswSTAJBgUrDgMCGgUABBRr2bwARTxMtEy9aspRAZg5QFhagQQUgrrWPZfOn89x6JI3r%2F2ztWk1V88CEDWvt3udNB9q%2FI%2BERqsxNSs%3D HTTP/1.1 
609983,3869.077757,184.84.109.14,192.168.1.3,HTTP,413,HTTP/1.1 304 Not Modified 
609991,3869.103827,192.168.1.3,23.35.7.133,HTTP,281,GET / HTTP/1.1 
609993,3869.109266,23.35.7.133,192.168.1.3,PKIX-CRL,1060,Certificate Revocation List
610000,3869.167235,192.168.1.3,8.247.50.126,HTTP,336,GET /msdownload/update/v3/static/trustedr/en/authrootstl.cab?833844f96e4f0b9c HTTP/1.1 
610002,3869.208188,8.247.50.126,192.168.1.3,HTTP,391,HTTP/1.1 304 Not Modified 
637880,4163.766004,192.168.1.3,49.44.113.18,HTTP,340,GET /msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?12c9a19b987a6f17 HTTP/1.1 
637882,4163.770399,49.44.113.18,192.168.1.3,HTTP,320,HTTP/1.1 304 Not Modified 
715549,4489.594353,192.168.1.3,152.195.38.76,HTTP,306,GET /sha2-ha-server-g6.crl HTTP/1.1 
715551,4489.610792,152.195.38.76,192.168.1.3,HTTP,338,HTTP/1.1 304 Not Modified 
715557,4489.643654,192.168.1.3,23.35.7.133,HTTP,281,GET / HTTP/1.1 
715559,4489.649109,23.35.7.133,192.168.1.3,HTTP,317,HTTP/1.1 304 Not Modified 
772118,4724.188283,192.168.1.3,202.88.156.152,HTTP,419,GET /roots/dstrootcax3.p7c HTTP/1.1 
772120,4724.191787,202.88.156.152,192.168.1.3,HTTP,324,HTTP/1.1 304 Not Modified 
772146,4724.21016,192.168.1.3,23.35.7.133,HTTP,389,GET / HTTP/1.1 
772148,4724.213868,23.35.7.133,192.168.1.3,HTTP,318,HTTP/1.1 304 Not Modified 
